Incident_ID,Civilian_Officer,ORI,Gender,Race_Ethnic_Group,Asian_Race,HI_Islander_Race,Age,Injured,Injury_Level,Injury_Type,Medical_Aid,Injury_From_Preexisting_Condition,Received_Force_Location,Order_Of_Force_Specified,Order_Of_Force_Str,Received_Force,Received_Force_Type,DISCHARGE_OF_FIREARM_INDIVIDUAL,DISCHARGE_OF_FIREARM_INCIDENT,CIVILIAN_Signs_Impairment_Disability,CIVILIAN_Assaulted_Officer,CIVILIAN_Highest_Charge,CIVILIAN_Perceived_Armed,CIVILIAN_Perceived_Armed_Weapon,CIVILIAN_Firearm_Type,CIVILIAN_Resisted,CIVILIAN_Resistance_Type,CIVILIAN_Custody_Status,CIVILIAN_Confirmed_Armed,CIVILIAN_Confirmed_Armed_Weapon,CIVILIAN_K12_Type,OFFICER_Officer_Used_Force,OFFICER_Officer_Used_Force_Reason,OFFICER_On_Duty,OFFICER_Dress
URSUS-19-0000-2019-e85,Officer,CA0190000,male,hispanic,,,46_50,FALSE,,,,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,TRUE,overcome_resistance,TRUE,patrol_uniform
URSUS-19-0000-2019-e85,Officer,CA0190000,male,white,,,51_55,FALSE,,,,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,TRUE,overcome_resistance,TRUE,patrol_uniform
URSUS-19-0000-2019-ea0,Civilian,CA0190000,male,hispanic,,,31_35,TRUE,serious_injury,"bone_fracture, abrasion_laceration, bruised",treated_at_facility_released,FALSE,"head, front_upper_chest, rear_upper_back, front_lower_abdomen, arms_hands",FALSE,"other_control_hold, other_physical_contact, blunt_impact_weapon",TRUE,"other_control_hold, other_physical_contact, blunt_impact_weapon",FALSE,FALSE,none,TRUE,11378 POSS CNTL SUB FOR SALE,FALSE,,,TRUE,assaultive,in_custody_other,FALSE,,,,,,
URSUS-19-0000-2019-ea0,Officer,CA0190000,male,white,,,31_35,FALSE,,,,FALSE,arms_hands,,,TRUE,civilian_physical,FALSE,FALSE,,,,,,,,,,,,,TRUE,overcome_resistance,TRUE,patrol_uniform
URSUS-19-0000-2019-ea0,Officer,CA0190000,male,white,,,26_30,FALSE,,,,FALSE,head,,,TRUE,civilian_physical,FALSE,FALSE,,,,,,,,,,,,,TRUE,overcome_resistance,TRUE,patrol_uniform
URSUS-19-0000-2019-ea0,Officer,CA0190000,male,white,,,31_35,FALSE,,,,FALSE,"front_upper_chest, arms_hands",,,TRUE,civilian_physical,FALSE,FALSE,,,,,,,,,,,,,TRUE,overcome_resistance,TRUE,patrol_uniform
URSUS-19-0000-2019-ea0,Officer,CA0190000,male,hispanic,,,26_30,FALSE,,,,FALSE,arms_hands,,,TRUE,civilian_physical,FALSE,FALSE,,,,,,,,,,,,,TRUE,overcome_resistance,TRUE,patrol_uniform
URSUS-19-0000-2019-ead,Civilian,CA0190000,male,hispanic,,,21_25,TRUE,death,gunshot_wound,died_in_transit,FALSE,"front_upper_chest, arms_hands",FALSE,discharge_of_firearm_hit,TRUE,discharge_of_firearm_hit,TRUE,TRUE,none,TRUE, ,TRUE,firearm,handgun,TRUE,life_threatening,deceased,TRUE,firearm,,,,,
URSUS-19-0000-2019-ead,Officer,CA0190000,male,white,,,26_30,FALSE,,,,FALSE,not_applicable,,,TRUE,threat_of_firearm,FALSE,TRUE,,,,,,,,,,,,,TRUE,overcome_resistance,TRUE,patrol_uniform
URSUS-19-0000-2019-ead,Officer,CA0190000,male,hispanic,,,26_30,FALSE,,,,FALSE,not_applicable,,,TRUE,threat_of_firearm,FALSE,TRUE,,,,,,,,,,,,,TRUE,overcome_resistance,TRUE,patrol_uniform
URSUS-19-0000-2019-edb,Civilian,CA0190000,male,black,,,21_25,TRUE,serious_injury,bone_fracture,treated_at_facility_released,FALSE,"front_upper_chest, arms_hands, front_legs",FALSE,"other_control_hold, other_physical_contact",TRUE,"other_control_hold, other_physical_contact",FALSE,FALSE,none,TRUE,273.5(A) CORP INJ ON SPOUSE/COHAB,FALSE,,,TRUE,assaultive,in_custody_other,FALSE,,,,,,
URSUS-19-0000-2019-edb,Officer,CA0190000,male,white,,,21_25,FALSE,,,,FALSE,arms_hands,,,TRUE,civilian_physical,FALSE,FALSE,,,,,,,,,,,,,TRUE,overcome_resistance,TRUE,patrol_uniform
URSUS-19-0000-2019-edb,Officer,CA0190000,male,hispanic,,,21_25,FALSE,,,,FALSE,arms_hands,,,TRUE,civilian_physical,FALSE,FALSE,,,,,,,,,,,,,TRUE,overcome_resistance,TRUE,patrol_uniform
URSUS-19-0000-2019-edb,Officer,CA0190000,male,white,,,21_25,FALSE,,,,FALSE,arms_hands,,,TRUE,civilian_physical,FALSE,FALSE,,,,,,,,,,,,,TRUE,overcome_resistance,TRUE,patrol_uniform
URSUS-19-0000-2019-edb,Officer,CA0190000,male,hispanic,,,26_30,FALSE,,,,FALSE,arms_hands,,,TRUE,civilian_physical,FALSE,FALSE,,,,,,,,,,,,,TRUE,overcome_resistance,TRUE,patrol_uniform
URSUS-19-0000-2019-edb,Officer,CA0190000,female,hispanic,,,26_30,FALSE,,,,FALSE,arms_hands,,,TRUE,civilian_physical,FALSE,FALSE,,,,,,,,,,,,,TRUE,overcome_resistance,TRUE,patrol_uniform
URSUS-19-0000-2019-f5d,Civilian,CA0190000,,,,,,FALSE,,,,FALSE,not_applicable,FALSE,discharge_of_firearm_miss,TRUE,discharge_of_firearm_miss,TRUE,TRUE,,TRUE, ,TRUE,firearm,,TRUE,life_threatening,fled,FALSE,,,,,,
URSUS-19-0000-2019-f5d,Officer,CA0190000,male,white,,,26_30,FALSE,,,,FALSE,not_applicable,,,TRUE,threat_of_firearm,FALSE,TRUE,,,,,,,,,,,,,TRUE,overcome_resistance,TRUE,patrol_uniform
URSUS-19-0100-2019-e41,Civilian,CA0190100,female,hispanic,,,26_30,TRUE,death,unconscious,died_in_transit,TRUE,"rear_upper_back, arms_hands, front_legs",FALSE,other_control_hold,TRUE,other_control_hold,FALSE,FALSE,drug_impairment,TRUE, ,FALSE,,,TRUE,active_resistance,deceased,FALSE,,,,,,
URSUS-19-0100-2019-e41,Officer,CA0190100,male,hispanic,,,26_30,FALSE,,,,FALSE,arms_hands,,,TRUE,civilian_physical,FALSE,FALSE,,,,,,,,,,,,,TRUE,overcome_resistance,TRUE,patrol_uniform
URSUS-19-0100-2019-e41,Officer,CA0190100,male,asian,chinese,,21_25,FALSE,,,,FALSE,arms_hands,,,TRUE,civilian_physical,FALSE,FALSE,,,,,,,,,,,,,TRUE,overcome_resistance,TRUE,patrol_uniform
URSUS-19-013G-2019-322,Civilian,CA019013G,male,other,,,56_60,TRUE,death,gunshot_wound,died_in_transit,FALSE,front_upper_chest,FALSE,discharge_of_firearm_hit,TRUE,discharge_of_firearm_hit,TRUE,TRUE,erratic,FALSE, ,TRUE,knife_blade_stabbing,,TRUE,life_threatening,deceased,TRUE,knife_blade_stabbing,,,,,
URSUS-19-013G-2019-322,Officer,CA019013G,male,hispanic,,,36_40,FALSE,,,,FALSE,,,,FALSE,,FALSE,TRUE,,,,,,,,,,,,,TRUE,overcome_resistance,TRUE,tactical
URSUS-19-0500-2019-3f2,Civilian,CA0190500,male,hispanic,,,26_30,TRUE,injury,cut,treated_at_facility_released,FALSE,head,FALSE,"carotid_hold, other_control_hold, other_physical_contact",TRUE,"carotid_hold, other_control_hold, other_physical_contact",FALSE,FALSE,alcohol_impairment,TRUE,69 OBSTRUCT/RESIST EXEC OFF,TRUE,unknown,,TRUE,assaultive,in_custody_other,FALSE,,,,,,
URSUS-19-0500-2019-3f2,Civilian,CA0190500,male,hispanic,,,46_50,TRUE,injury,abrasion_laceration,treated_at_facility_released,FALSE,rear_upper_back,FALSE,"other_control_hold, electronic_device",TRUE,"other_control_hold, electronic_device",FALSE,FALSE,alcohol_impairment,TRUE,69 OBSTRUCT/RESIST EXEC OFF,TRUE,unknown,,TRUE,assaultive,in_custody_other,FALSE,,,,,,
URSUS-19-0500-2019-3f2,Officer,CA0190500,male,hispanic,,,31_35,TRUE,serious_injury,bone_fracture,treated_at_facility_released,FALSE,not_applicable,,,TRUE,civilian_physical,FALSE,FALSE,,,,,,,,,,,,,TRUE,"effect_arrest, overcome_resistance, defense",TRUE,patrol_uniform
URSUS-19-0B00-2019-31e,Civilian,CA0190B00,female,black,,,26_30,TRUE,serious_injury,gunshot_wound,critial_injuries,FALSE,arms_hands,FALSE,discharge_of_firearm_hit,TRUE,discharge_of_firearm_hit,TRUE,TRUE,erratic,TRUE,664/187(A) ATT MURDER:PREMEDITATED,TRUE,other_dangerous_weapon,,TRUE,life_threatening,in_custody_other,TRUE,other_dangerous_weapon,,,,,
URSUS-19-0B00-2019-31e,Officer,CA0190B00,male,white,,,46_50,TRUE,serious_injury,"internal_injury, sprain, bruised",treated_at_facility_released,FALSE,"head, front_legs, rear_legs",,,TRUE,civilian_vehicle,FALSE,TRUE,,,,,,,,,,,,,TRUE,"effect_arrest, prevent_escape, overcome_resistance",TRUE,plainclothes
URSUS-19-0B00-2019-585,Civilian,CA0190B00,male,hispanic,,,21_25,TRUE,serious_injury,gunshot_wound,treated_at_facility_released,FALSE,rear_upper_back,FALSE,discharge_of_firearm_hit,TRUE,discharge_of_firearm_hit,TRUE,TRUE,none,TRUE,245(C) ADW NOT F/ARM:PO/FIRE:GBI,FALSE,,,TRUE,assaultive,in_custody_other,FALSE,,,,,,
URSUS-19-0B00-2019-585,Officer,CA0190B00,male,hispanic,,,41_45,TRUE,serious_injury,bone_fracture,treated_at_facility_released,FALSE,front_legs,,,TRUE,civilian_vehicle,FALSE,TRUE,,,,,,,,,,,,,TRUE,"effect_arrest, prevent_escape, overcome_resistance",TRUE,patrol_uniform
URSUS-19-0J00-2019-965,Civilian,CA0190J00,male,black,,,26_30,TRUE,serious_injury,unconscious,treated_at_facility_released,FALSE,rear_upper_back,FALSE,other_physical_contact,TRUE,other_physical_contact,FALSE,FALSE,drug_impairment,FALSE, ,TRUE,unknown,,TRUE,fleeing,none_of_these,FALSE,,,,,,
URSUS-19-0J00-2019-965,Officer,CA0190J00,male,hispanic,,,36_40,FALSE,,,,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,TRUE,prevent_escape,TRUE,patrol_uniform
URSUS-19-1600-2019-18d,Civilian,CA0191600,male,hispanic,,,41_45,TRUE,serious_injury,gunshot_wound,critial_injuries,FALSE,"front_upper_chest, arms_hands",FALSE,discharge_of_firearm_hit,TRUE,discharge_of_firearm_hit,TRUE,TRUE,"drug_impairment, erratic",FALSE,245 ADW PEACE OFFICER/FIREMAN,TRUE,firearm,shotgun,TRUE,active_resistance,in_custody_other,TRUE,firearm,,,,,
URSUS-19-1600-2019-18d,Officer,CA0191600,male,white,,,31_35,FALSE,,,,FALSE,,,,FALSE,,FALSE,TRUE,,,,,,,,,,,,,TRUE,effect_arrest,TRUE,patrol_uniform
URSUS-19-1600-2019-18d,Officer,CA0191600,male,asian,korean,,26_30,FALSE,,,,FALSE,,,,FALSE,,FALSE,TRUE,,,,,,,,,,,,,TRUE,effect_arrest,TRUE,tactical
URSUS-19-1600-2019-18d,Officer,CA0191600,male,white,,,21_25,FALSE,,,,FALSE,,,,FALSE,,FALSE,TRUE,,,,,,,,,,,,,TRUE,effect_arrest,TRUE,patrol_uniform
URSUS-19-2000-2019-dcc,Civilian,CA0192000,male,hispanic,,,21_25,TRUE,death,gunshot_wound,critial_injuries,FALSE,not_applicable,TRUE,"discharge_of_firearm_miss, k_9_contact",TRUE,"discharge_of_firearm_miss, k_9_contact",TRUE,TRUE,none,TRUE, ,TRUE,firearm,handgun,TRUE,life_threatening,suicide,TRUE,firearm,,,,,
URSUS-19-2000-2019-dcc,Officer,CA0192000,male,hispanic,,,21_25,FALSE,,,,FALSE,not_applicable,,,TRUE,discharge_of_firearm_miss,TRUE,TRUE,,,,,,,,,,,,,TRUE,overcome_resistance,TRUE,patrol_uniform
URSUS-19-2000-2019-dcc,Officer,CA0192000,male,white,,,31_35,FALSE,,,,FALSE,not_applicable,,,TRUE,discharge_of_firearm_miss,TRUE,TRUE,,,,,,,,,,,,,TRUE,overcome_resistance,TRUE,patrol_uniform
URSUS-19-2000-2019-dcc,Officer,CA0190000,male,hispanic,,,26_30,FALSE,,,,FALSE,not_applicable,,,TRUE,"threat_of_firearm, discharge_of_firearm_miss",TRUE,TRUE,,,,,,,,,,,,,TRUE,overcome_resistance,TRUE,patrol_uniform
URSUS-19-2000-2019-dcc,Officer,CA0190000,male,hispanic,,,36_40,FALSE,,,,FALSE,not_applicable,,,TRUE,"threat_of_firearm, discharge_of_firearm_miss",TRUE,TRUE,,,,,,,,,,,,,TRUE,overcome_resistance,TRUE,patrol_uniform
URSUS-19-2000-2019-dcc,Officer,CA0190000,male,hispanic,,,51_55,FALSE,,,,FALSE,not_applicable,,,TRUE,"threat_of_firearm, discharge_of_firearm_miss",TRUE,TRUE,,,,,,,,,,,,,TRUE,overcome_resistance,TRUE,patrol_uniform
URSUS-19-2000-2019-dcc,Officer,CA0190000,male,hispanic,,,31_35,FALSE,,,,FALSE,not_applicable,,,TRUE,"threat_of_firearm, discharge_of_firearm_miss",TRUE,TRUE,,,,,,,,,,,,,TRUE,overcome_resistance,TRUE,patrol_uniform
URSUS-19-2200-2019-988,Civilian,CA0192200,male,asian,vietnamese,,36_40,TRUE,death,gunshot_wound,died_in_transit,FALSE,front_upper_chest,FALSE,discharge_of_firearm_hit,TRUE,discharge_of_firearm_hit,TRUE,TRUE,erratic,TRUE, ,TRUE,knife_blade_stabbing,,TRUE,life_threatening,deceased,TRUE,knife_blade_stabbing,,,,,
URSUS-19-2200-2019-988,Officer,CA0192200,male,white,,,31_35,FALSE,,,,FALSE,not_applicable,,,TRUE,knife_blade_stabbing,FALSE,TRUE,,,,,,,,,,,,,TRUE,overcome_resistance,TRUE,patrol_uniform
URSUS-19-2200-2019-ee5,Civilian,CA0192200,male,black,,,21_25,TRUE,death,gunshot_wound,died_in_transit,FALSE,"head, front_upper_chest",FALSE,discharge_of_firearm_hit,TRUE,discharge_of_firearm_hit,TRUE,TRUE,erratic,TRUE, ,TRUE,firearm,handgun,TRUE,life_threatening,deceased,TRUE,firearm,,,,,
URSUS-19-2200-2019-ee5,Officer,CA0192200,male,hispanic,,,26_30,FALSE,,,,FALSE,not_applicable,,,TRUE,threat_of_firearm,FALSE,TRUE,,,,,,,,,,,,,TRUE,"effect_arrest, prevent_escape, overcome_resistance, defense",TRUE,patrol_uniform
URSUS-19-2200-2019-ee5,Officer,CA0192200,male,hispanic,,,26_30,FALSE,,,,FALSE,not_applicable,,,TRUE,threat_of_firearm,FALSE,TRUE,,,,,,,,,,,,,TRUE,"effect_arrest, prevent_escape, overcome_resistance, defense",TRUE,patrol_uniform
URSUS-19-2200-2019-ee5,Officer,CA0192200,male,white,,,26_30,FALSE,,,,FALSE,not_applicable,,,TRUE,threat_of_firearm,FALSE,TRUE,,,,,,,,,,,,,TRUE,"effect_arrest, prevent_escape, overcome_resistance, defense",TRUE,patrol_uniform
URSUS-19-2200-2019-ee5,Officer,CA0192200,male,hispanic,,,36_40,FALSE,,,,FALSE,not_applicable,,,TRUE,threat_of_firearm,FALSE,TRUE,,,,,,,,,,,,,TRUE,"effect_arrest, prevent_escape, overcome_resistance, defense",TRUE,patrol_uniform
URSUS-19-2400-2019-5c7,Civilian,CA0192400,male,black,,,21_25,TRUE,death,gunshot_wound,died_in_transit,FALSE,front_upper_chest,FALSE,discharge_of_firearm_hit,TRUE,discharge_of_firearm_hit,TRUE,TRUE,erratic,TRUE, ,TRUE,knife_blade_stabbing,,TRUE,assaultive,deceased,TRUE,knife_blade_stabbing,,,,,
URSUS-19-2400-2019-5c7,Officer,CA0192400,male,white,,,41_45,FALSE,,,,FALSE,not_applicable,,,TRUE,knife_blade_stabbing,FALSE,TRUE,,,,,,,,,,,,,TRUE,overcome_resistance,TRUE,patrol_uniform
URSUS-19-2500-2019-71c,Civilian,CA0192500,male,white,,,26_30,FALSE,,,,FALSE,not_applicable,FALSE,discharge_of_firearm_miss,TRUE,discharge_of_firearm_miss,TRUE,TRUE,none,TRUE,211 ROBBERY:FIRST DEGREE,FALSE,,,TRUE,fleeing,in_custody_other,FALSE,,,,,,
URSUS-19-2500-2019-71c,Officer,CA0192500,male,white,,,46_50,TRUE,injury,abrasion_laceration,no_medical_aid,FALSE,arms_hands,,,TRUE,discharge_of_firearm_miss,TRUE,TRUE,,,,,,,,,,,,,TRUE,effect_arrest,TRUE,patrol_uniform
URSUS-19-2600-2019-92e,Civilian,CA0192600,male,black,,,36_40,TRUE,death,gunshot_wound,critial_injuries,FALSE,"rear_lower_back, rear_below_waist",FALSE,discharge_of_firearm_hit,TRUE,discharge_of_firearm_hit,TRUE,TRUE,none,FALSE, ,TRUE,firearm,,TRUE,passive_non_compliance,deceased,FALSE,,,,,,
URSUS-19-2600-2019-92e,Officer,CA0192600,male,white,,,31_35,FALSE,,,,FALSE,,,,FALSE,,FALSE,TRUE,,,,,,,,,,,,,TRUE,effect_arrest,TRUE,patrol_uniform
URSUS-19-2800-2019-3a4,Civilian,CA0192800,male,black,,,36_40,TRUE,serious_injury,gunshot_wound,critial_injuries,FALSE,"front_upper_chest, rear_upper_back",TRUE,discharge_of_firearm_hit,TRUE,discharge_of_firearm_hit,TRUE,TRUE,erratic,TRUE,664/189 ATTEMPTED MURDER,TRUE,firearm,rifle,TRUE,life_threatening,in_custody_other,TRUE,firearm,,,,,
URSUS-19-2800-2019-3a4,Officer,CA0192800,male,hispanic,,,41_45,TRUE,serious_injury,gunshot_wound,critial_injuries,FALSE,front_legs,,,TRUE,discharge_of_firearm_hit,TRUE,TRUE,,,,,,,,,,,,,TRUE,"effect_arrest, prevent_escape, overcome_resistance, defense",TRUE,patrol_uniform
URSUS-19-2800-2019-697,Civilian,CA0192800,male,white,,,26_30,FALSE,,,,FALSE,not_applicable,FALSE,discharge_of_firearm_miss,TRUE,discharge_of_firearm_miss,TRUE,TRUE,none,FALSE,187(A) MURDER:FIRST DEGREE,TRUE,firearm,shotgun,TRUE,fleeing,in_custody_other,TRUE,firearm,,,,,
URSUS-19-2800-2019-697,Officer,CA0192800,male,white,,,51_55,FALSE,,,,FALSE,,,,FALSE,,FALSE,TRUE,,,,,,,,,,,,,TRUE,"effect_arrest, prevent_escape",TRUE,patrol_uniform
URSUS-19-2900-2019-54a,Civilian,CA0192900,male,white,,,21_25,TRUE,injury,abrasion_laceration,no_medical_aid,TRUE,arms_hands,FALSE,other_control_hold,TRUE,other_control_hold,FALSE,FALSE,alcohol_impairment,TRUE,69 OBSTRUCT/RESIST EXEC OFF,FALSE,,,TRUE,assaultive,cited_and_released,FALSE,,,,,,
URSUS-19-2900-2019-54a,Officer,CA0192900,male,other,,,41_45,TRUE,injury,internal_injury,treated_at_facility_released,FALSE,"arms_hands, front_legs",,,TRUE,civilian_physical,FALSE,FALSE,,,,,,,,,,,,,TRUE,"effect_arrest, overcome_resistance",TRUE,patrol_uniform
URSUS-19-2900-2019-54a,Officer,CA0192900,male,white,,,46_50,TRUE,serious_injury,obvious_disfigurement,treated_at_facility_released,FALSE,"arms_hands, front_legs",,,TRUE,civilian_physical,FALSE,FALSE,,,,,,,,,,,,,TRUE,"effect_arrest, overcome_resistance",TRUE,patrol_uniform
URSUS-19-2900-2019-df5,Civilian,CA0192900,male,white,,,36_40,FALSE,,,,FALSE,"front_upper_chest, arms_hands",FALSE,"other_control_hold, other_physical_contact",TRUE,"other_control_hold, other_physical_contact",FALSE,FALSE,"mental_disability, erratic",TRUE,459 BURGLARY,FALSE,,,TRUE,assaultive,in_custody_5150,FALSE,,,,,,
URSUS-19-2900-2019-df5,Officer,CA0192900,male,white,,,41_45,TRUE,serious_injury,"bone_fracture, internal_injury",treated_at_facility_released,FALSE,arms_hands,,,TRUE,civilian_physical,FALSE,FALSE,,,,,,,,,,,,,TRUE,overcome_resistance,TRUE,patrol_uniform
URSUS-19-2900-2019-df5,Officer,CA0192900,male,other,,,36_40,FALSE,,,,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,TRUE,overcome_resistance,TRUE,patrol_uniform
URSUS-19-2900-2019-df5,Officer,CA0192900,male,white,,,46_50,FALSE,,,,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,TRUE,overcome_resistance,TRUE,patrol_uniform
URSUS-19-2900-2019-df5,Officer,CA0192900,male,hispanic,,,31_35,TRUE,injury,sprain,no_medical_aid,FALSE,arms_hands,,,TRUE,civilian_physical,FALSE,FALSE,,,,,,,,,,,,,TRUE,overcome_resistance,TRUE,patrol_uniform
URSUS-19-3300-2019-0a2,Civilian,CA0193300,male,white,,,26_30,TRUE,death,gunshot_wound,critial_injuries,FALSE,"head, front_upper_chest",FALSE,discharge_of_firearm_hit,TRUE,discharge_of_firearm_hit,TRUE,TRUE,erratic,TRUE, ,TRUE,other_dangerous_weapon,,TRUE,assaultive,deceased,TRUE,other_dangerous_weapon,,,,,
URSUS-19-3300-2019-0a2,Officer,CA0193300,male,black,,,26_30,TRUE,serious_injury,gunshot_wound,critial_injuries,FALSE,not_applicable,,,TRUE,"civilian_physical, threat_of_firearm",FALSE,TRUE,,,,,,,,,,,,,TRUE,"effect_arrest, overcome_resistance",TRUE,patrol_uniform
URSUS-19-3300-2019-0a2,Officer,CA0193300,male,other,,,31_35,TRUE,serious_injury,gunshot_wound,critial_injuries,FALSE,not_applicable,,,TRUE,"civilian_physical, threat_of_firearm",FALSE,TRUE,,,,,,,,,,,,,TRUE,"effect_arrest, overcome_resistance",TRUE,patrol_uniform
URSUS-19-4100-2019-0ab,Civilian,CA0194100,female,black,,,21_25,TRUE,serious_injury,bone_fracture,treated_at_facility_released,FALSE,arms_hands,FALSE,"other_control_hold, other_physical_contact",TRUE,"other_control_hold, other_physical_contact",FALSE,FALSE,"mental_disability, developmental_disability",FALSE,245(A)(1) FORCE/ADW NOT FIREARM:GBI,FALSE,,,TRUE,active_resistance,in_custody_5150,FALSE,,,,,,
URSUS-19-4100-2019-0ab,Officer,CA0194100,male,white,,,46_50,FALSE,,,,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,TRUE,"effect_arrest, prevent_escape, overcome_resistance",TRUE,patrol_uniform
URSUS-19-4100-2019-1da,Civilian,CA0194100,male,hispanic,,,36_40,TRUE,serious_injury,bone_fracture,treated_at_facility_released,FALSE,arms_hands,TRUE,other_control_hold,TRUE,other_control_hold,FALSE,FALSE,drug_impairment,FALSE,148(A) OBSTRUCT PUBLIC OFFICER,TRUE,unknown,,TRUE,active_resistance,in_custody_other,FALSE,,,,,,
URSUS-19-4100-2019-1da,Officer,CA0194100,male,hispanic,,,26_30,FALSE,,,,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,TRUE,"effect_arrest, overcome_resistance",TRUE,patrol_uniform
URSUS-19-4100-2019-1dd,Civilian,CA0194100,male,hispanic,,,36_40,TRUE,serious_injury,"unconscious, abrasion_laceration, stabbing_wound",treated_at_facility_released,FALSE,"head, neck_throat, rear_upper_back, front_legs",TRUE,"carotid_hold, other_control_hold, other_physical_contact, blunt_impact_weapon, electronic_device",TRUE,"carotid_hold, other_control_hold, other_physical_contact, blunt_impact_weapon, electronic_device",FALSE,FALSE,drug_impairment,TRUE,243(C)(1) BAT EMERGENCY PERSON/ETC,TRUE,unknown,,TRUE,assaultive,in_custody_other,FALSE,,,,,,
URSUS-19-4100-2019-1dd,Officer,CA0194100,male,hispanic,,,31_35,TRUE,injury,internal_injury,treated_at_facility_released,FALSE,arms_hands,,,TRUE,civilian_physical,FALSE,FALSE,,,,,,,,,,,,,TRUE,"effect_arrest, prevent_escape, overcome_resistance",TRUE,patrol_uniform
URSUS-19-4100-2019-1dd,Officer,CA0194100,male,hispanic,,,26_30,TRUE,injury,bruised,treated_at_facility_released,FALSE,"head, front_legs",,,TRUE,civilian_physical,FALSE,FALSE,,,,,,,,,,,,,TRUE,"effect_arrest, prevent_escape, overcome_resistance",TRUE,patrol_uniform
URSUS-19-4100-2019-1dd,Officer,CA0194100,male,hispanic,,,51_55,TRUE,injury,bruised,no_medical_aid,FALSE,"front_legs, rear_legs",,,TRUE,civilian_physical,FALSE,FALSE,,,,,,,,,,,,,TRUE,"effect_arrest, prevent_escape, overcome_resistance",TRUE,patrol_uniform
URSUS-19-4100-2019-217,Civilian,CA0194100,male,white,,,18_20,TRUE,serious_injury,"unconscious, abrasion_laceration",treated_at_facility_released,FALSE,"neck_throat, front_upper_chest, front_legs",FALSE,"carotid_hold, other_control_hold, electronic_device",TRUE,"carotid_hold, other_control_hold, electronic_device",FALSE,FALSE,drug_impairment,FALSE,148(A)(1) OBSTRUCT/ETC PUB OFCR/ETC,TRUE,unknown,,TRUE,assaultive,in_custody_other,FALSE,,,,,,
URSUS-19-4100-2019-217,Officer,CA0194100,male,hispanic,,,26_30,FALSE,,,,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,TRUE,"effect_arrest, overcome_resistance",TRUE,patrol_uniform
URSUS-19-4100-2019-217,Officer,CA0194100,female,white,,,26_30,FALSE,,,,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,TRUE,"effect_arrest, overcome_resistance",TRUE,patrol_uniform
URSUS-19-4100-2019-2b5,Civilian,CA0194100,male,black,,,46_50,TRUE,death,gunshot_wound,died_in_transit,FALSE,front_upper_chest,FALSE,"discharge_of_firearm_miss, discharge_of_firearm_hit",TRUE,"discharge_of_firearm_miss, discharge_of_firearm_hit",TRUE,TRUE,alcohol_impairment,FALSE, ,TRUE,firearm,handgun,FALSE,,deceased,TRUE,firearm,,,,,
URSUS-19-4100-2019-2b5,Officer,CA0194100,male,white,,,31_35,FALSE,,,,FALSE,,,,FALSE,,FALSE,TRUE,,,,,,,,,,,,,TRUE,"effect_arrest, defense",TRUE,patrol_uniform
URSUS-19-4100-2019-318,Civilian,CA0194100,male,black,,,18_20,TRUE,serious_injury,"unconscious, abrasion_laceration, cut, bruised",treated_at_facility_released,FALSE,"head, neck_throat, front_upper_chest, front_below_waist, arms_hands, front_legs",FALSE,"carotid_hold, other_control_hold, other_physical_contact, blunt_impact_weapon",TRUE,"carotid_hold, other_control_hold, other_physical_contact, blunt_impact_weapon",FALSE,FALSE,none,FALSE,69 OBSTRUCT/RESIST EXEC OFF,FALSE,,,TRUE,active_resistance,in_custody_other,FALSE,,,,,,
URSUS-19-4100-2019-318,Officer,CA0194100,female,white,,,26_30,FALSE,,,,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,TRUE,"effect_arrest, prevent_escape, overcome_resistance",TRUE,patrol_uniform
URSUS-19-4100-2019-318,Officer,CA0194100,male,hispanic,,,21_25,FALSE,,,,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,TRUE,"effect_arrest, prevent_escape, overcome_resistance",TRUE,patrol_uniform
URSUS-19-4100-2019-318,Officer,CA0194100,male,white,,,31_35,FALSE,,,,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,TRUE,"effect_arrest, prevent_escape, overcome_resistance",TRUE,patrol_uniform
URSUS-19-4100-2019-318,Officer,CA0194100,male,white,,,26_30,FALSE,,,,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,TRUE,"effect_arrest, prevent_escape, overcome_resistance",TRUE,patrol_uniform
URSUS-19-4100-2019-3a3,Civilian,CA0194100,female,black,,,61_65,TRUE,serious_injury,abrasion_laceration,treated_at_facility_released,FALSE,arms_hands,FALSE,k_9_contact,TRUE,k_9_contact,FALSE,FALSE,mental_disability,FALSE,459 BURGLARY,TRUE,unknown,,TRUE,passive_non_compliance,in_custody_other,FALSE,,,,,,
